0	1
de	de
damı	dam
her	her
yanından	yan
akmaya	ak
başlamıştı	başla
başlamış	başla
ancak	ancak
manorun	manor
norman	norman
fethi'nden	fetih
kısa	kısa
bir	bir
süre	süre
önce	önce
ortaya	orta
çıkmış	çık
bir	bir
örgütlenme	örgütle
mi	mi
yoksa	yok
yok	yok
ingiliz	ingiliz
toplumunun	toplum
orijinal	orijinal
örgütlenme	örgütle
biçimi	biçim
mi	mi
olduğu	ol
hususu	husus
tartışmalıdır	tartışmalı
ingiliz	ingiliz
tarihine	tarih
ilişkin	ilişkin
pek	pek
çok	çok
konuda	konu
olduğu	ol
gibi	gibi
bu	bu
konuda	konu
da	da
iki	iki
ekol	ekol
oluşmuştur	ol
sanvas	sanvas
sendes	sendes
bakanlar	bakan
kurulu	kurul
saatlik	saatlik
toplantıda	toplantı
lübnan'a	lübnan
asker	asker
gönderilmesini	gönder
değerlendirdi	değer
değerlendir	değer
ikinci	iki
kattaki	kat
katta	kat
ki	ki
odalarda	oda
kalıyormuşuz	kal
kalıyor	kal
isat	isat
yükseltme	yüksel
anlamına	anlam
gelen	gel
arapça	arapça
bir	bir
sözcüktür	sözcük
sözcük	sözcük
italyan	italyan
gazeteleri	gazete
haberi	haber
verirken	ver
verir	ver
durumu	durum
alaya	alay
aldı	al
artık	artık
bir	bir
şeyler	şey
yapmam	yap
gerekiyordu	gerek
gerekiyor	gerek
meşhur	meşhur
doktor	doktor
victor	victor
pauchet	pauchet
kötümserleri	kötümser
anlatırken	anlat
anlatırken	anlat
anlatır	anlat
biraz	biraz
önce	önce
bizim	biz
tesadüfen	tesadüfen
dokunduğumuz	dokun
kötümserin	kötümser
vesveselerini	vesvese
daha	daha
bilimsel	bilimsel
bir	bir
şekilde	şekil
şöyle	şöyle
anlatıyor	anlat
diyor	de
yalnız	yalnız
ruhça	ruhça
vücutça	vücutça
da	da
dayanıksızdırlar	dayanıksız
yahut	yahut
vücutlarını	vücut
yavaş	yavaş
yavaş	yavaş
dayanıksız	dayanıksız
hale	hâl
getirirler	getir
bahsettiğiniz	bahset
öğrenci	öğrenci
kaç	kaç
kişidir	kişi
ve	ve
nerelerde	nere
gezmektedir	gez
bu	bu
bilgileri	bilgi
ve	ve
bir	bir
adet	âdet
sol	sol
cepheden	cephe
çekilmiş	çek
vesikalık	vesikalık
fotoğrafını	fotoğraf
yollarsanız	yolla
yollar	yolla
aramalara	ara
burada	bura
da	da
devam	devam
edebiliriz	et
önümüzdeki	ön
önümüzde	ön
ki	ki
hafta	hafta
türkiye'ye	türkiye
dönmesi	dön
beklenen	bekle
teknik	teknik
direktör	direktör
del	del
bosque'nin	bosque
ülkesinde	ülke
hem	hem
yeni	yeni
sezonda	sezon
kadroda	kadro
kalacak	kal
oyuncuları	oyun
belirlemek	belirle
hem	hem
de	de
ispanya'dan	ispanya
getirmek	getir
istediği	iste
oyuncular	oyuncu
için	için
çalışmalarını	çalış
sürdürdüğü	sür
belirtildi	belir
köşkün	köşk
bitişiğine	bitişik
bir	bir
mektubum	mektup
var	var
yetkili	yetkili
polisin	polis
eve	ev
girmeye	gir
çalıştığı	çalış
sırada	sıra
el	el
bombasının	bomba
patladığını	patla
ve	ve
teröristlerin	terörist
evde	ev
bulunanları	bulun
rehin	rehin
aldığını	al
kaydetti	kaydet
büyükelçi	büyükelçi
erkan	erkan
gezer	gezer
zaman'a	zaman
mülakat	mülakat
verdikten	ver
iki	iki
gün	gün
sonra	sonra
emekliye	emekli
ayrıldı	ayrıl
daha	daha
önce	önce
de	de
belirttiğim	belir
gibi	gibi
hava	hava
koşulları	koşul
ve	ve
saha	saha
futbol	futbol
için	için
çok	çok
olumsuzdu	olumsuz
olumsuz	olumsuz
dedi	de
bana	ben
gelince	gel
marx'ı	marx
lenin'e	lenin
lenin'i	lenin
stalin'e	stalin
kurban	kurban
etmemelerini	et
ve	ve
tek	tek
kutuplu	kutuplu
dünyaya	dünya
karşı	karşı
bir	bir
emniyet	emniyet
sübabı	sübap
kalmalarını	kal
tercih	tercih
eder	et
çünkü	çünkü
şampanya	şampanya
içiliyormuş	iç
içiliyor	iç
komintern	komintern
belgelerini	belge
çıkardık	çık
koyduk	koy
ikinci	iki
cihannüma	cihannüma
dünya'nın	dünya
yuvarlak	yuvarlak
olduğunu	ol
da	da
kanıtlamaya	kanıtla
çalışan	çalış
fiziki	fiziki
coğrafya	coğrafya
ağırlıklı	ağırlıklı
bir	bir
giriş	gir
bölümünden	bölüm
sonra	sonra
kristof	kristof
kolomb	kolomb
ve	ve
macellan'ın	macellan
keşif	keşif
gezilerinden	gezi
söz	söz
eder	et
ister	iste
birlikte	birlikte
girelim	gir
milli	milli
oyuncumuz	oyuncu
11	11
dakikalık	dakikalık
bölümde	bölüm
sayı	sayı
rebounla	reboun
maçı	maç
tamamladı	tamamla
yasakların	yasak
korkuların	korku
kuralların	kural
arkasına	arka
saklanılan	sakla
en	en
cesurlar	cesur
tarafından	taraf
bile	bile
ancak	ancak
günlerden	gün
oluşan	oluş
maşalarla	maşa
tutulmaya	tut
çalışılan	çalış
uzun	uzun
zamanlar	zaman
soylu	soylu
bulunurken	bulun
bulunur	bulun
hep	hep
ucuzlukla	ucuzluk
suçlanan	suçla
başına	baş
ve	ve
sonuna	son
hep	hep
bildik	bil
bir	bir
şeyler	şey
eklenen	ekle
ateşi	ateş
söndürülüp	sön
şiddeti	şiddet
azaltılan	azal
anlar	an
bir	bir
vakit	vakit
gelecek	gel
bağımsızlığını	bağımsız
ilan	ilan
edecek	et
bütün	bütün
asiliği	asi
ile	ile
ortaya	orta
çıkıp	çık
gizli	gizli
esaretlerin	esaret
bildik	bil
haritalarını	harita
yırtacak	yırt
sonraları	sonra
geneli	genel
izlemekten	izle
hoşlanmaz	hoşlan
oldum	ol
ve	ve
farkettim	farkettim
ki	ki
bende	ben
dikkat	dikkat
eksikliği	eksiklik
vardı	var
tarihte	tarih
hapishane	hapishane
ile	ile
alakadar	alakadar
olan	ol
bir	bir
tek	tek
kadın	kadın
biliyorum	bil
biri	biri
sümbül	sümbül
kokmak	kok
biri	biri
çelik	çelik
gibi	gibi
ışımalı	ışı
üstünü	üst
özenle	özen
örttü	ört
her	her
şeye	şey
rağmen	rağmen
kabil'de	kabil
hayat	hayat
devam	devam
ediyor	et
bir	bir
tekme	tekme
ayaklarının	ayak
altındaki	alt
altında	alt
ki	ki
tabureyi	tabure
savurdu	savur
savur	savur
kadınların	kadın
halka	halka
açık	açık
yerlerde	yer
çalışmalarını	çalış
yasaklayan	yasakla
karara	karar
karşı	karşı
önceki	önce
gün	gün
gösteri	gösteri
düzenlendi	düzenle
geniş	geniş
manada	mana
aile	aile
müşterek	müşterek
bir	bir
atadan	ata
erkek	erkek
evlâtlar	evlât
yoluyla	yol
gelen	gel
bütün	bütün
fertleri	fert
içine	iç
alır	al
müzeyyen	müzeyyen
hanım	hanım
dünürü	dünür
ayla	ayla
hanım'ın	hanım
ellerine	el
yapışarak	yapış
gayet	gayet
kısık	kısık
bir	bir
sesle	ses
hayırdır	hayır
ayla	ayla
hanım	hanım
ne	ne
oldu	ol
demesiyle	de
birlikte	birlikte
ayla	ayla
hanım'ın	hanım
gözlerinden	göz
yaşlar	yaş
boşalmaya	boşal
başladı	başla
yalnız	yalnız
burada	bura
bir	bir
terslik	terslik
çıktı	çık
açıklanamayan	açıkla
vajinal	vajinal
kanama	kana
durumunda	durum
başlangıçtan	başlangıç
bu	bu
yana	yan
türkiye'de	türkiye
daha	daha
önce	önce
sahnelenmemiş	sahne
oyunlarla	oyun
izleyici	izle
karşısına	karşı
çıkan	çık
tiyatro	tiyatro
stüdyosu	stüdyo
bu	bu
geleneği	gelenek
yine	yine
bozmuyor	boz
zaman	zaman
cumartesi	cumartesi
günleri	gün
eve	ev
iş	iş
getirin	getir
sabah	sabah
erkenden	erken
uyandık	uyan
lüksü	lüks
eğlenceyi	eğlence
ve	ve
bonkörlüğü	bonkörlük
sevmesinden	sev
dolayı	dolayı
para	para
biriktirmesi	birik
neredeyse	neredeyse
olanaksızdır	olanaksız
ilk	ilk
hafta	hafta
sonunda	sonunda
evi	ev
bok	bok
götürecek	götür
ikinci	iki
hafta	hafta
cehennem	cehennem
azabı	azap
yaşanacaktır	yaşa
kişisel	kişisel
veya	veya
grup	grup
hâlinde	hâl
yapılır	yap
chat	chat
nedeni	neden
ile	ile
tanıştığım	tanış
insanlardan	insan
zararlar	zarar
görmedim	gör
her	her
âşık	âşık
gibi	gibi
veysel	veysel
de	de
dertlidir	dertli
ya	ya
da	da
tam	tam
tersi	ters
sonra	sonra
mutfakta	mutfak
yiyecek	yiyecek
ararken	ara
arar	ara
ne	ne
görse	gör
beğenirsiniz	beğen
kaç	kaç
kitapta	kitap
kaç	kaç
ciltte	cilt
...	...
cuma	cuma
günü	gün
kızıldeniz'de	kızıldeniz
uçak	uçak
faciasına	facia
yol	yol
açan	aç
mısır'ın	mısır
flash	flash
havayolları'nın	havayolları
karanlık	karanlık
bir	bir
sicili	sicil
olduğu	ol
ortaya	orta
çıktı	çık
çanakkale'ye	çanakkale
hâlâ	hâlâ
asker	asker
yollanıyordu	yolla
yollanıyor	yolla
herkese	herkes
yazar	yazar
olduğumu	ol
söylüyor	söyle
sabah	sabah
da	da
first	first
lady	lady
başım	başım
ağrıyor	ağrı
dediğinde	de
anladılar	anla
ki	ki
koşuşturmaları	koşuş
gerek	gerek
böyle	böyle
bir	bir
şey	şey
mevzubahis	mevzubahis
ve	ve
ben	ben
de	de
size	siz
tekrar	tekrar
söylüyorum	söyle
neyi	ne
yarattığınızdan	yarat
sonuç	sonuç
neyi	ne
yaşadığınızdan	yaşa
kendinizi	kendi
haberdar	haberdar
edin	et
yalnızlıktan	yalnızlık
çok	çok
zevk	zevk
alırsınız	al
ancak	ancak
malraux'nun	malraux
korkusu	korku
ve	ve
asıl	asıl
sorusu	soru
tanrı'dan	tanrı
sonra	sonra
insanın	insan
da	da
ölüp	öl
ölmediği	öl
noktasında	nokta
toplanıyordu	topla
toplanıyor	topla
ezer	ezer
un	un
yapar	yap
bunu	bu
bana	ben
da	da
soruyorlar	sor
üç	üç
dört	dört
gün	gün
içinde	iç
kömürü	kömür
maharetle	maharet
ocağa	ocak
atması	at
sayesinde	saye
ateşin	ateş
gayet	gayet
iyi	iyi
tavlanması	tavla
baş	baş
ateşçinin	ateşçi
dikkatini	dikkat
çeker	çek
bir	bir
tutam	tutam
karabiber	karabiber
kereviz	kereviz
havuç	havuç
ve	ve
patatesleri	patates
soyup	soy
ince	ince
uzun	uzun
kesin	kesin
alkol	alkol
kullanımı	kullanım
ailede	aile
boğaz	boğaz
gittikçe	gittikçe
çoğalıyordu	çoğal
çoğalıyor	çoğal
için	için
amerikalıların	amerikalı
şu	şu
sözünü	söz
çok	çok
gerçekçi	gerçekçi
bulurum	bul
bana	ben
dönüp	dön
erkeklerin	erkek
en	en
kolay	kolay
anlayacağı	anla
mazeretlerdir	mazeret
mehmet	mehmet
yıldız	yıldız
transferini	transfer
sonuçlandıramayan	sonuç
galatasaray	galatasaray
benfica'nın	benfica
gözden	göz
çıkardığı	çık
kongolu	kongolu
golcü	gol
ariza	ariza
makukula'yı	makukula
gündemine	gündem
aldı	al
deneylerimizi	deney
kim	kim
bilir	bil
kaç	kaç
kere	kere
dinlediler	dinle
bu	bu
ülkedeki	ülke
ülkede	ülke
ki	ki
yazarların	yazar
büyük	büyük
çoğunluğu	çoğunluk
gibi	gibi
yazarlığı	yazar
neredeyse	neredeyse
bırakmış	bırak
tümüyle	tüm
acının	acı
arzuhalcisi	arzuhâl
olmuştum	ol
her	her
yandan	yan
üstümüze	üst
yağan	yağ
acıların	acı
sağanağıyla	sağanak
hep	hep
yanık	yanık
yanık	yanık
tüten	tüt
öfke	öfke
çiçekleri	çiçek
açıyordu	aç
içimde	iç
sevinmeyi	sevin
şaşırmayı	şaşır
herhangi	herhangi
bir	bir
şeye	şey
gülümseyerek	gülümse
bakmayı	bak
gördüğüm	gör
bir	bir
şeyi	şey
bir	bir
başkasına	başka
heyecanla	heyecan
gösterme	göster
isteğini	istek
unutmuştum	unut
üçüncüsü	üçüncü
kim	kim
yahu	yahu
derken	de
dostum	dost
behçet	behçet
çelik	çelik
üşenmemiş	üşen
internetten	internet
bakıp	bak
bulmuş	bul
liberal	liberal
demokrat	demokrat
parti	parti
ldp	ldp
şekerin	şeker
adı	ad
da	da
doktor	doktor
şekeri	şeker
...	...
fikstür	fikstür
avantajını	avantaj
iyi	iyi
kullanamıyoruz	kullan
ben	ben
de	de
börekleri	börek
haliyle	hâl
pencereden	pencere
dışarıya	dışarı
altımızdaki	alt
altımızda	alt
ki	ki
zemin	zemin
katında	kat
yatan	yat
adi	adi
mahpusların	mahpus
gezindikleri	gezin
yere	yer
savurup	savur
attım	at
"."""	"."""
gösterişsiz	gösterişsiz
küçük	küçük
bir	bir
işyerini	işyeri
çok	çok
iyi	iyi
işleyen	işle
bir	bir
yer	yer
haline	hâl
getirebilirler	getir
yeni	yeni
bir	bir
spor	spor
salonuna	salon
yazıldınız	yaz
ve	ve
aynı	aynı
saatlerde	saat
gelen	gel
insanlarla	insan
arkadaşlık	arkadaşlık
kurdunuz	kur
şimdi	şimdi
uzaklardasın	uzak
uzaklarda	uzak
gerekçesinde	gerekçe
de	de
belirtildiği	belir
gibi	gibi
artan	art
gecekondulaşma	gecekondulaş
karşısında	karşı
bu	bu
yasa	yasa
ile	ile
döneme	dönem
dek	dek
yapılan	yap
gecekonduların	gecekondu
yasallaştırılması	yasallaş
ve	ve
konut	konut
yapacaklara	yap
arsa	arsa
sağlanması	sağla
amaçlanmıştır	amaçla
bir	bir
iki	iki
teklif	teklif
gelmişti	gel
gelmiş	gel
ama	ama
oyunculuğu	oyunculuk
düşünmüyordum	düşün
düşünmüyor	düşün
şimdiye	şimdi
dek	dek
doğuştan	doğuş
özürlü	özürlü
diye	diye
bilinen	bil
başkan	başkan
john	john
yataktan	yatak
kalkıp	kalk
ıssız	ıssız
ormana	orman
ve	ve
ahşap	ahşap
evlere	ev
baktım	bak
yazar	yazar
ilk	ilk
gençlik	gençlik
yıllarından	yıl
başlayarak	başla
kadınlara	kadın
karşı	karşı
büyük	büyük
bir	bir
sevgi	sevgi
gizli	gizli
gücüyle	güç
doludur	dolu
dolu	dolu
ve	ve
galiba	galiba
tüm	tüm
yaşananlar	yaşa
hakiki	hakiki
kısacası	kısacası
rumeli	rumeli
içerdiği	içer
tüm	tüm
nesnel	nesnel
koşullarla	koşul
bir	bir
ilerici	ilerici
harekete	hareket
gebeydi	gebe
gebe	gebe
büzmek	büz
ve	ve
açmak	aç
çok	çok
kolay	kolay
oluyordu	ol
oluyor	ol
güneşe	güneş
gülerdi	gül
güler	gül
hem	hem
yol	yol
hem	hem
bu	bu
oğul	oğul
hep	hep
dursun	dursun
gitmesin	git
görüş	görüş
görüş	görüş
hayalet	hayalet
varmış	var
gibi	gibi
gerisin	geri
geriye	geri
koşarak	koş
kaçtı	kaç
elimi	el
verip	ver
vermemek	ver
nasıl	nasıl
olsa	ol
benim	ben
elimde	el
...	...
malzemeler	malzeme
merhaba	merhaba
baba	baba
hoş	hoş
geldiniz	gel
dedim	de
kardeş	kardeş
kardeş	kardeş
film	film
çekiyorlar	çek
hazırlanışı	hazırla
arz	arz
odası'nda	oda
konuşulanların	konuş
dışarıdan	dışarı
duyulmaması	duy
için	için
çeşme	çeşme
yapılmış	yap
suyun	su
sesinden	ses
faydalanılarak	fayda
konuşmaların	konuş
dışarıya	dışarı
sızması	sız
önlenmiştir	önle
sayın	sayın
öcalan	öcalan
diyen	de
dtp	dtp
liderine	lider
ay	ay
hapis	hapis
cezası	ceza
unterberg	unterberg
şiir	şiir
merkezi	merkez
tarafından	taraf
düzenlenen	düzenle
gecede	gece
baba	baba
ve	ve
piç	piç
ten	ten
bir	bir
bölüm	bölüm
okuyan	oku
şafak	şafak
new	new
york'un	york
kendisine	kendi
istanbul'u	istanbul
anımsattığını	anımsa
büyük	büyük
kentlerde	kent
yaşamın	yaşam
zor	zor
olduğunu	ol
ancak	ancak
böyle	böyle
kentlerin	kent
sanatçılar	sanat
için	için
büyük	büyük
esin	esin
kaynağı	kaynak
oluşturduklarını	oluş
anlattı	anlat
önemli	önem
önem	önem
li	li
bir	bir
yol	yol
ayrımındayım	ayrım
ayrımında	ayrım
uzun	uzun
uzun	uzun
gökyüzüne	gökyüzü
bakıp	bak
yıldızlan	yıldız
seyrettim	seyret
bir	bir
halkın	halk
türküsünü	türkü
odalarda	oda
boğacağını	boğ
sanan	san
sağırlık	sağırlık
gelen	gel
yabancıların	yabancı
yaşları	yaş
genellikle	genellikle
30'u	30
aşmış	aş
çanakkale	çanakkale
savaşları	savaş
ile	ile
ilgili	ilgili
bir	bir
efsane	efsane
daha	daha
var	var
ki	ki
da	da
anlatmamak	anlat
olmaz	ol
yakınıma	yakın
gelin	gelin
benim	ben
uzun	uzun
saçlı	saç
saç	saç
lı	li
dervişlerim	derviş
yakınıma	yakın
bu	bu
bak	bak
kıymetimi	kıymet
anla	anla
hamlesidir	hamle
elbette	elbet
montajını	montaj
yaptıktan	yap
sonra	sonra
...	...
uyuşturucu	uyuşturucu
kaçakçılığıyla	kaçakçılık
ilgili	ilgili
kamyon	kamyon
sürücüsü	sürücü
gözaltına	gözaltı
alınırken	alın
alınır	alın
soruşturma	soruştur
devam	devam
ediyor	et
milli	milli
mücadele	mücadele
karşıtlığını	karşıtlık
fikren	fikren
ve	ve
siyaseten	siyaseten
gösterenler	göster
de	de
...	...
ya	ya
da	da
risotto'ların	risotto
üzerine	üzer
birkaç	birkaç
damla	damla
serpiştirip	serpiştir
bu	bu
yemeğe	yemek
farklı	farklı
bir	bir
boyut	boyut
katmak	kat
için	için
de	de
kullanıyorlar	kullan
lider	lider
telekom	telekom
yine	yine
galip	galip
ben	ben
patrikhane'ye	patrikhane
ve	ve
hahambaşılığa	hahambaşılık
danıştım	danış
chp'lileri	chp
ve	ve
geri	geri
kalan	kal
türkleri	türk
bu	bu
topraklarda	toprak
misafir	misafir
etmekten	et
bir	bir
rahatsızlık	rahatsızlık
duymuyorlarmış	duy
duymuyorlar	duy
cesare	cesare
pavese	pavese
bir	bir
başkasıyla	başka
ilişki	ilişki
kurmanın	kur
neden	neden
yalnızlıktan	yalnızlık
daha	daha
iyi	iyi
olduğunu	ol
bir	bir
türlü	türlü
anlamadığını	anla
söyler	söyle
çalışmalı	çalış
çalışmalı	çalış
kolesterol	kolesterol
parçacıkları	parçacık
büyük	büyük
olan	ol
çok	çok
yaşıyor	yaşa
hele	hele
de	de
karşınızda	karşı
bir	bir
arkadaşınız	arkadaş
ya	ya
da	da
sevdiğiniz	sev
bir	bir
insan	insan
hepsinden	hepsi
beteri	beter
sevgiliniz	sevgili
varsa	var
bu	bu
durum	durum
iyice	iyice
karın	karın
ağrıtıcı	ağrı
bir	bir
hale	hâl
gelir	gel
etkinlikler	etkin
diğer	diğer
yandan	yan
görünürlük	görünürlük
sana	san
borçluyuz	borçlu
ta	ta
derinden	derin
pkk'yi	pkk
kollayan	kolla
talabani	talabani
fıba	fıba
ve	ve
dış	dış
ilişkiler	ilişki
sorumlusu	sorumlu
dr	dr
emir	emir
turam	turam
kamp	kamp
sonunda	sonunda
antrenörlerin	antrenör
hazırlayacağı	hazırla
rapor	rapor
türk	türk
basketbolunun	basketbol
yeni	yeni
yıldızlarını	yıldız
belirleyecek	belirle
dedi	de
babil	babil
aynı	aynı
günlerde	gün
kuzeyden	kuzey
gelen	gel
göçebe	göçebe
hint	hint
avrupalı	avrupalı
kavimlerin	kavim
saldırılarına	saldırı
direnemeden	diren
çökmüş	çök
doğal	doğal
afetler	afet
zinciri	zincir
minos	minos
krallığı'nın	krallık
sonunu	son
getirmiş	getir
getir	getir
ve	ve
indüs	indüs
kıyısındaki	kıyı
kıyısında	kıyı
ki	ki
harappa	harappa
kentleri	kent
yerle	yer
bir	bir
olunca	ol
kuzeybatılı	kuzeybatılı
barbar	barbar
kavimler	kavim
hindistan'ın	hindistan
batı	batı
ve	ve
kuzey	kuzey
bölgelerine	bölge
egemen	egemen
olmuştu	ol
olmuştu	ol
olmuş	ol
hemen	hemen
ardından	ardından
da	da
dışarıdaki	dışarı
dışarıda	dışarı
ki	ki
sesleri	ses
kesen	kes
ve	ve
benzersiz	benzersiz
bir	bir
bas	bas
duyarlılığı	duyarlılık
olan	ol
kulaklığın	kulaklık
keyfini	keyif
çıkarmaya	çık
başlıyorsunuz	başla
aslında	aslında
dişçiymiş	dişçi
ama	ama
sinema	sinema
sektöründe	sektör
daha	daha
iyi	iyi
para	para
kazandığı	kazan
için	için
bu	bu
işi	iş
yapıyormuş	yap
yapıyor	yap
acaba	acaba
bu	bu
ağlanılan	ağlan
nedenler	neden
gerçekten	gerçekten
de	de
gözyaşı	gözyaşı
dökmeye	dök
değer	değer
mi	mi
kendimi	kendi
böyle	böyle
olduğum	ol
gibi	gibi
kabullendim	kabullen
aracın	araç
tüm	tüm
teknik	teknik
sorumluluğunu	sorumluluk
alıp	al
araçta	araç
yanlış	yanlış
gideni	git
bulmak	bul
teknik	teknik
problemi	problem
çözmek	çöz
zorundadırlar	zorunda
u2'nun	u2
solisti	solist
bono'ya	bono
şili'nin	şili
en	en
yüksek	yüksek
sanat	sanat
ödülü	ödül
olan	ol
neruda	neruda
ödülü	ödül
verildi	ver
babil	babil
kulesi'nin	kule
yeryüzünü	yeryüz
bir	bir
kez	kez
daha	daha
selamlaması	selamla
gibi	gibi
bir	bir
şey	şey
bu	bu
babamın	baba
gülmesi	gül
birden	birden
kesildi	kes
tiksindiğim	tiksin
sulara	su
atlayamıyordum	atla
atlayamıyor	atla
önünüzde	ön
kaç	kaç
seneniz	sene
kaldı	kal
daha	daha
kaç	kaç
sene	sene
yaşayacaksınız	yaşa
bilemezsiniz	bil
tatlı	tatlı
hoşsohbet	hoşsohbet
konuşkan	konuşkan
bir	bir
kişiydi	kişi
kişi	kişi
anadolu'dan	anadolu
kalkıp	kalk
dünyanın	dünya
her	her
köşesine	köşe
sevgi	sevgi
tohumları	tohum
ekmek	ekmek
için	için
yola	yol
çıktılar	çık
birer	bir
sevgi	sevgi
ocağı	ocak
haline	hâl
gelen	gel
eğitim	eğitim
kurumlarını	kurum
türk	türk
okullarını	okul
kurdular	kur
diş	diş
geçirme	geçir
anayasa	anayasa
mahkemesi'nin	mahkeme
de	de
ayrı	ayrı
bir	bir
hukuku	hukuk
var	var
zaten	zaten
evliya	evliya
çelebi	çelebi
üslûbu	üslûp
ile	ile
andreas	andreas
tietze'nin	tietze
öncülüğünde	öncülük
hazırlanan	hazırla
dudak	dudak
uçuklatıcı	uçukla
bir	bir
sözlük	sözlük
the	the
lingua	lingua
franca	franca
dilimize	dil
uzak	uzak
ve	ve
yakın	yakın
dillerden	dil
giren	gir
bütün	bütün
denizcilik	denizcilik
ve	ve
gemicilik	gemi
terimlerini	terim
deyimlerini	deyim
içeriyor	içer
derinlerde	derin
bir	bir
batık	batık
batığın	batık
kuytu	kuytu
yerinde	yer
bir	bir
define	define
sandığı	sandık
tanrı	tanrı
mı	mi
içtüzüğe	içtüzük
göre	göre
komisyonun	komisyon
çalışmalarını	çalış
üç	üç
ay	ay
içinde	iç
tamamlaması	tamamla
gerekiyor	gerek
ama	ama
sen	sen
sekiz	sekiz
say	say
şeriatı	şeriat
lafzıyla	lafız
ve	ve
ruhuyla	ruh
bir	bir
bütün	bütün
kabul	kabul
etmenin	et
pratik	pratik
sonuçları	sonuç
var	var
serkan'ım	serkan
da	da
yanımdaydı	yan
yanımda	yan
dersler	ders
de	de
hiç	hiç
umrumda	umur
ama	ama
yine	yine
de	de
takıntısız	takıntısız
geçtim	geç
zühal	zühal
gün	gün
beyaz	beyaz
ve	ve
parlak	parlak
ayakkabıları	ayakkabı
ile	ile
beyaz	beyaz
kemerini	kemer
iyice	iyice
belli	belli
eden	et
kırmızı	kırmızı
elbisesini	elbise
giymişti	giy
giymiş	giy
toz	toz
toprağını	toprak
silerek	sil
mahkemeye	mahkeme
nefes	nefes
nefese	nefes
erişir	eriş
bu	bu
yüzden	yüz
annesi	anne
arkadaşını	arkadaş
kıramamıştı	kır
kıramamış	kır
çarşı	çarşı
pazar	pazar
akşama	akşam
kadar	kadar
dolaşır	dolaş
imkân	imkân
sahiplerini	sahip
ziyaret	ziyaret
eder	et
herkes	herkes
yardımına	yardım
ve	ve
desteğine	destek
koşar	koş
elli	elli
kişi	kişi
mi	mi
yoksa	yok
yüz	yüz
kişi	kişi
mi	mi
hııımş	hııımş
hıımş	hıımş
hııımş	hııımş
havayı	hava
kokladılar	kokla
bizden	biz
sonraki̇	sonra
sonraki	sonra
ki	ki
çocuklar	çocuk
için	için
bu	bu
konu	konu
tenantların	tenant
topraklarını	toprak
başkalarına	başka
devredip	devret
devredemeyecekleri	devret
tartışmasında	tartış
düğümleniyordu	düğümle
düğümleniyor	düğümle
meşhur	meşhur
düşes	düşes
de	de
windsor'un	windsor
pek	pek
sevdiği	sev
lady	lady
mendl	mendl
adında	ad
bir	bir
ihtiyar	ihtiyar
hanım	hanım
vardı	var
su	su
bardağı	bardak
yoğurt	yoğurt
toplam	toplam
18	18
kurabiye	kurabiye
için	için
bunlar	bu
tutmaz	tut
güneş	güneş
balçıkla	balçık
sıvanmaz	sıva
ayaklarının	ayak
üstüne	üst
sağlam	sağlam
basan	bas
evinden	ev
eşinden	eş
varsa	var
çocuklarından	çocuk
artan	art
vaktini	vakit
değerlendirmesini	değer
bilen	bil
çağdaş	çağdaş
bir	bir
kadın	kadın
olmanızı	ol
öğütledim	öğütle
ayağınız	ayak
kolunuz	kol
kopar	kop
bir	bir
cümle	cümle
ile	ile
özetlersek	özetle
özetler	özetle
şimdiye	şimdi
kadar	kadar
hiçbir	hiçbir
konserde	konser
hiçbir	hiçbir
konserimizde	konser
böyle	böyle
saygılı	saygılı
böyle	böyle
dikkatli	dikkatli
böyle	böyle
ilgili	ilgili
bir	bir
dinleyici	dinleyici
topluluğuna	topluluk
rastlamadık	rastla
desem	de
desem	de
inanın	inan
abartmış	abart
olmam	ol
acele	acel
etme	et
daha	daha
bende	ben
ne	ne
tekerlemeler	tekerleme
var	var
bu	bu
nedenle	neden
gün	gün
önceden	önce
ingiltere'ye	ingiltere
geldik	gel
dedi	de
çünkü	çünkü
çok	çok
alçakça	alçakça
davranıştır	davran
insanın	insan
vatanı	vatan
uğruna	uğur
askerlik	askerlik
yapmaması	yap
sevgilinize	sevgili
âşık	âşık
olmanız	ol
başka	başka
kızlarla	kız
gönül	gönül
eğlendirmenize	eğlen
engel	engel
georges	georges
koehler	koehler
sünni	sünni
alevi	alevi
de	de
hergün	hergün
beş	beş
on	on
genç	genç
öldürülüyor	öl
bir	bir
yerler	yer
sürekli	sürekli
taranıyor	tara
ve	ve
korku	korku
tek	tek
kelimeyle	kelime
kol	kol
geziyordu	gez
geziyor	gez
birçok	birçok
konuda	konu
yardımcı	yardımcı
olduğunu	ol
söyleyebilirim	söyle
ancak	ancak
tarihi	tarih
kitapları	kitap
daima	daima
harita	harita
ile	ile
takip	takip
ederek	et
okur	okur
ve	ve
savaşlar	savaş
için	için
ayrıca	ayrıca
krokiler	kroki
çizerdi	çiz
çizer	çiz
tiniç	tiniç
tarafından	taraf
hazırlanan	hazırla
ön	ön
rapor	rapor
toplantıya	toplantı
getirildi	getir
ben	ben
gülümseyince	gülümse
bir	bir
şey	şey
olmadığını	ol
anladılar	anla
şeker	şeker
hastalığı	hastalık
kalıtımsal	kalıtımsal
bir	bir
hastalık	hastalık
bunu	bu
söylemek	söyle
istemiştim	iste
istemiş	iste
tasarıların	tasarı
bu	bu
sürede	süre
başarıya	başarı
